Tweet,HS,HS_Weak,HS_Moderate,HS_Strong
"Aduuuhh Om Deni.., aku Non Bullyton dari awal ampe akhir nangis karna ngakak terus",0,0,0,0
Sssaat ini mana pawangnya 😂😂😂,0,0,0,0
"dibalik kekurangan psti ada kelebihan, keren buat Hafalannya 👍🏻",0,0,0,0
"Ngakak cok 🤣🤣,jar coba daftar TNI aja lu 😂",0,0,0,0
"@abc idiiih minta di hargai dan di pahami. Siapa mereka. Mereka diem aja  itu lebih baik. Pake segala ngomong ngga mau punya anak. Tolong hargai itu perempuan perempuan yg sudah menikah, yg ingin sekali mempunyai anak, tp belum di kasih anak, itu yg di hargai. Mereka ini ga perlu di hargai, cukup mereka diem aja sm pilihan mereka. Orang pinter jd tolol, ga mau punya anak dengan alasan a b c d. Manusia manusia egois. Menghindari manusia lain dengan berbagai alasan yg mereka buat sendiri.",0,0,0,0
Benget na ngenes,0,0,0,0
"Respect, Gita &amp; Paul. Semoga bahagia selalu kalian berdua. Tetap Waras diantara gempuran ketikan Netizen yang Maha Benar itu! 🔥",0,0,0,0
"Mau ketawa takut TOSSA,,, 🤣😂🤣😂🤣😂",0,0,0,0
Anjirrtt Galau Tingkat Kabupaten fajarr  ?,0,0,0,0
Maaf saya ngakak,0,0,0,0
"Prabowo-Ganjar,",0,0,0,0
Kaya bapak sama anak sumpah,0,0,0,0
TOLLLOLLLLL,0,0,0,0
"MLI uji coba Lab nya berhasil semua,makin banyak niih hasil percobaan nya nanti...",0,0,0,0
Salut buat bang Deny,0,0,0,0
Gue kira gimik ternyata emang otaknya udeh kena,0,0,0,0
Kesini gara2 fajar paling tua wkkwkk,0,0,0,0
Ahahhahhahahhhh ngakak😭,0,0,0,0
Berapa banyak pacar yg sudah kamu koleksi fajar ?<br><br>- Elon Dustin Musk -,0,0,0,0
WKWK Mantap Bang Denny Ga Ketawa Jaga Perasaan Fajar.,0,0,0,0
"Gak nyangka Hafiz quaran juga fajar, jangan terbit dari barat ya fajar. Lanjutkan mengajinya jangan pacaran dlu.",0,0,0,0
Orang berjuang akan kalah dengan orang yg ber uang.... Cewek kayak naruto seribu bayangan.... Jar lo bikin aku mules,0,0,0,0
pelit amat gk bisa di donlowd,0,0,0,0
Belum nikah jarrr,0,0,0,0
"Maaf, saya ketawa 😅🙏🏻",0,0,0,0
The real komedian,0,0,0,0
Nonton ini kok gue yang jadi bingung,0,0,0,0
3 yonko,0,0,0,0
Heran memalukan tahtah cowo .lu cowo bro .strong,0,0,0,0
fajar suruh colabs sama dustin dan ebel pasti seru 🤣,0,0,0,0
"Mantaaff fajar sampe perangkat wifi dibawa bawa.. <br>Hati yang kosong bukan seperti  balon yang diberi udara, saat dia meletus tidak akan terlihat lagi..",0,0,0,0
Anji mirip fajar 🙏🙏,0,0,0,0
"Fajar,semoga sukses ya kedepannya...<br>Jgn nangis lagi..😀",0,0,0,0
"Bg fajar ragkai kata2mu yg indah dn jadikn sbuah lagu,biarkn bg anji yg menyayiknya...",0,0,0,0
"Telat satu hari Non Bullyton ini,asli bisa-bisanya kang Denny gk ketawa seserius itu. Aku aja ngakak sama istilah-istilah yg di ucapin fajar. 😅😛🤣",0,0,0,0
Makasih ya ka aku udah keluar berkat nonton 3 codot ini,0,0,0,0
Harus ke psikolog kayaknya,0,0,0,0
Cek ngene ae firal,0,0,0,0
"bang denny pantunnya kalah neh.. sama fajar... sumpah.. LDR seperti wifi wkwkwkw asem... Sumpah salut sama ini anak... bang denny banyak belajar sama fajar dech... klo masalah pantun... 🤣🤣🤣🤣🤣🤣 fajar cocok klo main sinetron... aktingnya bagus banget,,, dapet banget buat main sinetron.. mana produser... ambil fajar buat jadi bintang sinetron, ambil kisah nyata fajar buat film",0,0,0,0
"Iyaa bener banget, kasian kalau anak dilahirkan hanya untuk merasa sedih dan kecewa",0,0,0,0
Ini anak umur berapa sih? Lucu bgt...,0,0,0,0
Dari awal liat fajar ko saya lihat aga mirip bang anji yah...🙏🙏🙏😁😁😁,0,0,0,0
bahkan fajar bingung dengan seorang dustin,0,0,0,0
plis MLI undang fajar,0,0,0,0
Kalau sama mak e soimah pasti jengkel seru wahhh perut langsung kram 🤣🤣🤣🤣,0,0,0,0
Dah lah capek,0,0,0,0
Kakek moyang yg pling tuaa😂🤣,0,0,0,0
"Mampir kesini gara gara vidio viral,, wak wau bilang yg ngelahirin ayah 🤣🤣🤣",0,0,0,0
Dikasih tissue:<br>Lap air mata❌️<br>Lap keringet✅️<br>Plot twist terbaik 2022,0,0,0,0
Awokawok,0,0,0,0
Susek fajar,0,0,0,0
Ngakak dlu bg deny,0,0,0,0
1 korban,0,0,0,0
Bang Panji: imajinasi atau halusinasi?🤔<br>Fajar: yah mungkin itu solusi🤣🤣,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m02s"">21:02</a> 😕",0,0,0,0
"Menit <a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m15s"">21:15</a> paling ngakak 🤣🤣",0,0,0,0
Plis collabs terus...seruu bgt anj,0,0,0,0
di tambah Rispo Rigen Indra jadi kayak rapat g20,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=8m01s"">8:01</a> bukan kang, mau berubah jadi kyubi itu",0,0,0,0
Cerita nya sedih tapi liat ekspresi mereka ko jadi lucu wkwkkw,0,0,0,0
wakwaw apaan tuh apaan tuh doang ah ga asik,0,0,0,0
Cocok nih pacaran sama nikmir,0,0,0,0
Sadboy in the real live😂,0,0,0,0
Di belakang layar pas fajar balik.. Smue crew dan bang deni.. Ngakak super power full🤣🤣🤣,0,0,0,0
Kobisa bang deny ga ketawa tiap denger jawaban dia 😭🤣🤣,0,0,0,0
Kamu dongggg pake kerudungg. Gita lagi belajar . Kamunya gitu2 aja. Wk.,0,0,0,0
isinya daging semua ni,0,0,0,0
"Dari 5 sd udah galauin cinta, emg udah ga terselamatkan 😅😂😂",0,0,0,0
jablayyyy,0,0,0,0
Bagus njir kata katanya gk ketawa lagi,0,0,0,0
"Hampir di sluruh indo orang orangnya pada toxic, umat mayo sih kbnykan wkwkwk slogan mereka branak bnyak rejeki bnyak, trus di tnya kpn nikah kpn punya anak kpn nambah anak bngst emang sih mereka itu",0,0,0,0
"Cucu Pahlawan dtng ke  surabaya, tt saja bikin anak cucu  PKI   muso, semaun   kelonjotan.",0,0,0,0
Asikkk☝🏼🗿🗿🤘,0,0,0,0
&quot;Lord Sadboy&quot; after Father r.i.p Sadboy??🙈✌,0,0,0,0
&quot;Yang sengaja atau ga sengaja baca komentar ini semoga selalu di beri kesehatan dan di lancarkan Rezekinya Aamiin&quot;,0,0,0,0
Yang ke chanel bang deny gara² pyp di TikTok absen🤚😁,0,0,0,0
Sepertinya  kang deni nahan-nahan trs ketawa. mau bales gombalan/ungkapan fajar..tapiiii...hihihihiiii,0,0,0,0
"Menjiwai sekali,fajar melakukan semuanya dengan hati,namun tak berbalas.,.itu ngomong2 kl.menangis yg dilap air matanya,knp keringat yg dirambut yah 😂🤦lucu kali kau fajar 👍",0,0,0,0
LEBAY! alias tolol!,0,0,0,0
Dagunya klo mo nngis🤣🤣🤣,0,0,0,0
Lucu ngomong nya dia serius ko aku pingin ketawa 🙏🙏<br>Bang  Deni jadiin artis dia sangat menghibur 🙏🙏,0,0,0,0
Anjinglah gw ngakak tengah malem🤣,0,0,0,0
Jaksell bngattt Fajarr,0,0,0,0
Cepeeeeeeekk 😭😭😭😭😭,0,0,0,0
"maksud lo&quot; !!!????? hati-hati bang kalau komentar yaa You Bilang Rata&quot; orang Gorontalo pinter&quot; ngomong : woooy bos &quot;Semua Orang di dunia manapun termasuk elo juga punya potensi untuk pinter ngomong buktinya you punya komentar kan kelihatan piter ngomongin Orang. Bos kalau ketik dibaca dulu yaa !! supaya tidak kelihatan tendensius oke. Untuk Budaya dan Cara mencari cuan setiap daerah bermacam-macam tergantung potensi daerahnya. Kalau daerahnya subur masyarakatnya akan betah menjadi petani mengolah sawah atau kebunnya, kalau daerahnya gersang dan penduduknya padat malah jadi pekerja luar negeri, trus jika jadi pedagang seperti daerah-daerah Sulawesi dimana ada orang Gorontalo daerah lainnya memang mutnya atau mungkin hoby turun-temurun suka berdagang, ada juga  daerah sumatera yang bahkan menjadi pedagang besar atau pengusaha kaya raya trus apa hubungannya dengan pintar ngomong bos mohon di jelaskan oke saya tunggu.",0,0,0,0
"​@Iskandar Mudaaku jadi ngakak bahwa argumen mendirikan childfree adalah kalau udah jadi ortu yang menyesal punya anak. Ngakakkkk, sok di cari ortunya buat wawancara. Sementara anaknya dibilangin gitu wkwk",0,0,0,0
"yang nolak cuman spanduk2 narasi hoaks , yang menyambut warga surabaya keren",0,0,0,0
kalo gw yg interview pasti lemes bgt karna tahan ketawa,0,0,0,0
Kang Deni ngapain ngundang orang halu jd pemain senetron atau anak ini ada kelainan jiwa,0,0,0,0
"Maaf liat ini saya ketawa bukanya sedih🤭😁maaf ya,,di akhir video saya bangga dengan suara ngaji nya fajar👍🏼👍🏼👍🏼👍🏼",0,0,0,0
Si gembar,0,0,0,0
"Fajar, sadboy kuartal terakhir tahun 2022👍🏻",0,0,0,0
Suka fajar,0,0,0,0
Fajar hafidz tapi bukan qori 😅,0,0,0,0
Masya Allah fajar hafal surat Ar-Rahman.. semoga kedepannya lebih baik lagi jalan kehidupan nyaa.. aamiin,0,0,0,0
bocil bocil 🤣 10 tahun lg dia malu gak ya liat ini,0,0,0,0
Tambah Fahri skroepp harusnya hahah,0,0,0,0
Bg Deny Ketemuin dong Sama intan si Fajar Siapa tau Gak galau lagi biar happy,0,0,0,0
Apa sih cok,0,0,0,0
Bukannya sedih dengerin ceritanya si cowok bucin ini tp malah ketawa ngakak aku 🤣🤣🤣,0,0,0,0
Tidaakkkkkkkkkkkkkkk,0,0,0,0
"ngakak kdg ngmg &quot;saya&quot;, kdg ngmg &quot;gue&quot; 🤭🤭🤣🤣",0,0,0,0
Ngakak😭,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=n3LBgK6jwmA&amp;t=18m41s"">18:41</a> Kak Gita, bahas tentang minimalism dong.. Tetap semangat kak..",0,0,0,0
Ko aga2 mirip Enzi ya🙏🙏,0,0,0,0
Sumber Air su dekat jar,0,0,0,0
"Hubungan yang ldr itu ibaratkan hotspot, ketika dekat dia akan terhubung tapi ketika jauh dia akan terputus dan mencari mencari perangkat baru  <del>Fajar sadboy</del>",0,0,0,0
Sadboy,0,0,0,0
selama Non Bullyton geli bgt anj,0,0,0,0
Elo itel kuro berok memek e Mak em ambune koyok kelek e india,0,0,0,0
"Fajar cocok jadi komedian, tinggal butuh partner panggung yang bisa arahin ke polosan fajar.",0,0,0,0
"Tutorial tahan tawa gmn sih kayak bang deni😭 sedih sih cerita fajar tapi ngakak<br><br>Di tengah video tp ikut sedih beneran deng, ikut sad bgt. Semangat tapi ya jaaaarrr",0,0,0,0
"gita childfree nya terlihat ky wujud hasil dendam sm pertanyaan masyarakat yg ke perempuan2 tentang kapan nikah, punya anak dll. akhirnya dia ambil jln opposite. kalo paulus tim bucin dan influenced by his lover. but.. yaudah mereka yg jalanin",0,0,0,0
Interviewernya asoy ni gayanya,0,0,0,0
Emang Mirip.... Cerdas Dua Duanya Salut Buat Potkesnya!!!,0,0,0,0
Ganjar pranowo RI 1<br>Prabowo subianto RI 2,0,0,0,0
Salut buat bang Deni ga tertawa 🤣🤣,0,0,0,0
Masya allah openingnya aja aku dah bingung!! Tuhaaaaaan tolong... Baru 30 detik!!....sisanyaaaa piyeee ikiii hahhaha,0,0,0,0
"Jaaaaarrrrrr, yaallah jaaaaaarrr... Wkkwkwkwkwkwkwk umur berape sih nih pujangga?🤣🤣 Kang Deny mantep Udeh, salut bisa ga ketawa.. wkwk makasih kang udh bikin kita terhibur 🙏🥰",0,0,0,0
Aku yakin pas denny cagur Non Bullyton ulang dia ketawa.. Aku yakin..,0,0,0,0
Trending anjying ini dong 🤣🤣🤣,0,0,0,0
KALO INDONESIA GA DI BODOH²IN ORANG CINA YA KOPET-19 UDAH ILANG.. PERCAYA DEH ✅,0,0,0,0
Bisa kuat gitu nahan ketawa termasuk bukti ke profesionalan sosok deni cagur.. kameramennya juga,0,0,0,0
Maaf pajar aku ngakak,0,0,0,0
Keren nih Anji Reuni sama penghuni rehab,0,0,0,0
​@budi hastono masih mangkel Ahok kalah ....🤣🤣🤣🤣🤣🤣 ... move on,0,0,0,0
kesini gara2 tiktok :),0,0,0,0
"Ngeliat video ini : ngakak, nebak expresi orang, salut, dan kagum jadi satu 😅😅maap ya fajar 🙏🙏 tpi gua kagum sama video terakhir nya , 😁✌️ backsound nya keren jar",0,0,0,0
Ngakak anjirrr!!!,0,0,0,0
Aktingnya bang denny oke juga🤣,0,0,0,0
"Sambil nyuci dengerin dd  fajar,.. Ttp ngegemesin ni anak",0,0,0,0
"Fajar...lembut bgtttt<br>Mau makan, nyentong nasi kbyakan *sedih<br>Mau minum, galon hbis *sedih<br>Mau nyebrang, rame *sedih<br>Mulesss, tp gk bs eek *se.. 🤪<br><br><br>Tp buat denny ... Pinter ngemas acara, di akhir acara di ks hapalan AlQuran si Fajar 👍👍👍👍",0,0,0,0
klo sekarang si fajar blm ada rasa malu..tpi tar 1/2 thn lg pasti merasa malu dan merasa bodoh,0,0,0,0
Mau ketawa enggak yaa...<br>😪,0,0,0,0
vicky prasetyo regenerasinya cepet banget ya,0,0,0,0
Justru jadi kampanye gratis,0,0,0,0
hebat bgt bang denny tahan ketawanya😭<br>aku ga kuat nntonya😭😭🤣,0,0,0,0
Fajar seorang bipolar cinta,0,0,0,0
Lu gk cocok ngomong gua gua gtu coy,0,0,0,0
"Gimanaa yaa, apa yaaaa 🤣🤣🤣",0,0,0,0
Mesti ada backsound melooowwnya nihh 😂,0,0,0,0
Sulit diposisi bang deni 👏🏻🤣,0,0,0,0
Prediksiku Mas Putin  dan Mas Zelensky,0,0,0,0
Ngakak kali aku sumpah anjing,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m02s"">21:02</a> yang kalian cari",0,0,0,0
Malah nganceng iya bapa paling tua kan bapa asu lah wkwkwkwk,0,0,0,0
Fajar sama manji mirip,0,0,0,0
Plot twist di tahun baru ternyata ini,0,0,0,0
Para Mahasiswa Penerima Beasiswa kampus Harvard fakultas Sastra Mesin,0,0,0,0
Cengeng bocil kebanyak an gaya,0,0,0,0
Mukanya mirip manji gasih.. Wkkk,0,0,0,0
"2 jempol buat kang denny dan crew terutama kameramen yg bisa nahan ketawa selama itu wkwkwkwkw<br><br>ayo ayo para stasiun tv yg mau rekrut mutan jenis baru ini bisa langsung hubungin beliau , karna mutan ini punya kemampuan untuk standupcomedi wkwkwkw",0,0,0,0
Wajah y hapir mirip.🤭,0,0,0,0
🤣🤣🤣🤣 Fajar ngelawakk nihh,0,0,0,0
Di berean tisu nu di kusut na rambut anjayyyyyyyy🤣🤣🤣🤣🤣🤣,0,0,0,0
"Dalem banget perasaan kamu ya fajar, sedalam lautan dasar palung mariana 🤧",0,0,0,0
Aku suka kak gita pas pake pashmina. Lebih cute. Gitu.,0,0,0,0
Saya dukung duet ganjar - prabowo sebagai capres dan cawapres,0,0,0,0
@Tikus Laut (diedit) menurut saya. Cerita si fajar hanya menggambarkan tentang apa yg di alami para sadboy di luar sana. Sebenarnya dia itu hanya berpura-pura seperti itu. Dan mnurut saya. Akting dan lawakannya bagus.,0,0,0,0
Hidung fajar gak nahan,0,0,0,0
"Dadi gubenur ae masalah tok ate dadi presiden,,,🤦",0,0,0,0
"Sudah mending pulang lanjutkan hafalannya, di asah terus. Jngan sampe tercemar dgn hal² yg kurang baik nih bocah.",0,0,0,0
"Komen dari saya kalo kenyataan nya begonoh  itu orang sakit mental,, banyak orang yang sakit mental,, bukan fajar ajah ,, mungkin kita juga pernah di posisi bodoh,, tapi mesti keluar dari zona tersebut dengan di perbanyak pengetahuan dan kegiatan berguna",0,0,0,0
"Jangan panggil anji, takut kebawa ng nya",0,0,0,0
Tapi maklumlah karna dia kan nggak sekolah jdi pengawasan pendidikan ilmu msih kurang,0,0,0,0
Saya suka memang ini Fajar.,0,0,0,0
Fajar Sadboy 😱😱😱,0,0,0,0
"Ukuran kaki berapa? Nanti aku akan ukur 🤭. Spontan bgt.<br>Dia itu pujangga cinta, <br>Orang tua dulu selalu berpesan jangan bermain cinta jika masih sekolah 🤭. Karena cinta buta. Kadang bikin bodoh juga. <br>Tapi sebenernya banyak talentanya fajar ini, cuma gampang sedih aja. Semangat fajar 💪",0,0,0,0
riqwest Kak gabungin cates  sama mereka ber 3🗿😂😂😂,0,0,0,0
Fajar punya masalah kejiwaan ini.,0,0,0,0
ANJAYY!! KOK GUA NNTON SAMPE ABIS!!!!,0,0,0,0
"orang awam mungkin mengganggap mereka aneh, tp para filsuf mahjusi alam gaib terbelalak mendengar percakapan antar beda dimensi ini",0,0,0,0
jadi penasaran sama buku yang fajar baca.,0,0,0,0
"Gw ga tuh,aseeeek 😂😂😂😂😂",0,0,0,0
@I speak Fluent Sarcasm waw kamu keren sedunia,0,0,0,0
@Bandung ngacapruk sama ketawa juga pas dikasih tisu itu 😁,0,0,0,0
@Semua Hebat kan pengen salaman sama pak anis...😛,0,0,0,0
Akhirnya setelah sekian lama 2 bersaudara ini dipertemukan,0,0,0,0
Wkekekekeke,0,0,0,0
orang kaya dia ini kalo di psikologi apa namanya?,0,0,0,0
3 aset bangsa berkumpul..... <br><br>Bakalan trending.... <br><br><br>Wkwkwkwk,0,0,0,0
Ya Allah kls 5 udah jd sadboy,0,0,0,0
Di kasih tisu buat air mata malah buat garuk garuk kepala 🤣,0,0,0,0
BANGKE FAJAR LUCU BANGET 😂😂😂😂😂,0,0,0,0
anjing wkwkwkkwkwkwkwkwkwk,0,0,0,0
Nyerah gua nyerahhhhhh,0,0,0,0
"Dalam islam sudah diatur cara ,ingin dapat anak sholeh 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",0,0,0,0
Naruto vs dia,0,0,0,0
"Kebodohan yg HQQ yaa,, demi cinta putus skolah yaa, demi cinta hampir bunuh diri yaa dan lebih tolol demi cinta dengan orang tua jdi renggang yaa.",0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=13m35s"">13:35</a> ngakak bet gua",0,0,0,0
Masih kecil judulnya tentang cinta sekolah dul luh msh bau kencur,0,0,0,0
Fajar diliat2 kok mirip mang saswi ya 😂😂,0,0,0,0
@CHANDRA ARIFIN sama 😭🤣,0,0,0,0
"Ngakak sampe selonjoran, heran banget sama kang Denny bisa gitu, gak ketawa, apa diedit yaa 😂😂😂",0,0,0,0
"Bener kata emak saya, sekolah dulu baru cinta cintaan",0,0,0,0
"Terima kasih MLI sudah mempertemukan 3 ilmuwan ternama untuk membahas masa depan dunia , terkait perang di dunia",0,0,0,0
keren fajar,0,0,0,0
Minit 21.03.... Fajar anak ke berapa dari 4 bersuadara,0,0,0,0
Justin Join The grup .,0,0,0,0
alasan kenapa sekolah itu penting😅😅,0,0,0,0
orang ini cerdas....coba dibimbing...jangan diketawaain,0,0,0,0
Fajar pintar tek tokan nya,0,0,0,0
Fajar + justin= pasti seru,0,0,0,0
Muncul di twt muncul di reels muncul di beranda yt tetap aja gue ngakakk 😭😭🙏,0,0,0,0
Alah siah boy naruto seribu bayangan dia seribu alasan..,0,0,0,0
Full komedi 🤣,0,0,0,0
Kwkwkw,0,0,0,0
Lah kok kembarr😅😅😅🤭,0,0,0,0
Kapan Fajar ada podcast lagi.. tak cari&quot; d YouTube Fajar terbaru tapi gk ada.. 😁,0,0,0,0
Kasian pembuat spanduk ngga ada yg baca..pak Anies kemana2 pasti d sambut rakyat.Krn yg d inginkan jd presiden 2024 orang pintar cerdas agamanya bagus,0,0,0,0
Bisa nih bng di kulik2 dan buatin lirik dr kta2x,0,0,0,0
Gw bingung si sony wakawao ini sebenarnya ngeliat kemana,0,0,0,0
ga kuat saya fajar 🤣🤣🤣🤣😂😂 maafin saya fajar,0,0,0,0
Masih ank&quot; Cinta&quot;an😄sekolah dulu yg semangat buat org tua bangga dan bahagia.. Semangat fajar,0,0,0,0
"Gue salut ma bang deny, bisa tahan tawa kek gitu, gue aja  mulai awal lihat udah  ngakak sampe sakit perut 🤣🤣",0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m03s"">21:03</a><br>Momen terviral",0,0,0,0
"Lagi serius ngasih baju,<br>Malah tampil backsound dulu 😂😂",0,0,0,0
Wah repot Iki gokkkkkkk,0,0,0,0
"Ngakak ,ini masuk nominasi akting nangis ter natural .",0,0,0,0
"Gak salah ketika awal kemunculannya kang Deni, gua ngefans banget ma lo. Udah cakep baik lagi, jauh dari gosip2 miring. Semoga sukses selalu kang Deni, bahagia bersama keluarga tercinta",0,0,0,0
"Makasih fajar udh ngehibur gue dr awal Non Bullyton udh ngakak, sakit rahang gua masa. Semangt jar jgn galau trs,",0,0,0,0
Ko keliatan ada yg aneh,0,0,0,0
Nyimak nya ada lucu&#39; ada kasian&#39;,0,0,0,0
Cinta di tolak dukun bertindak😁,0,0,0,0
hahahahahaha kok ngakak gak udah2,0,0,0,0
kukukukukuku cago cago,0,0,0,0
Cuma ada 2 kemungkinan<br>1. Akting<br>2. OON <br><br>semoga sukses kalo itu akting,0,0,0,0
Nah bener,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=25m29s"">25:29</a>",0,0,0,0
penipu masyarakat,0,0,0,0
"Ktika penguasa , langit, bumi ,air bersatu , sunwukong menciptan jurus kera mabok",0,0,0,0
Saya chi dua2nya eg.,0,0,0,0
bgstttt🤣🤣,0,0,0,0
Bang Deni kuat banget nahan nya 😂,0,0,0,0
Libur-libur Non Bullyton ini karena beritanya heboh,0,0,0,0
"Alhamdulillah , lumayan menghibur 😂",0,0,0,0
"Menit <a href=""https://www.youtube.com/watch?v=gJT_LXs1vaA&amp;t=36m02s"">36:02</a> kek nyamuk anjir",0,0,0,0
"Di seusia fajar ini memang ada beberapa org klo udah cinta banget lalu patah hati emang sakit banget gaes... Aseli nyeseknya dan susah nyembuhin nya, dulu kayaknya aku saat seusia fajar termasuk salah satunya juga😄 yaa jd taulah gimana perasaannya saat patah hati . Cuma skrg ngeliatnya lucu ya jadinya.. Hihihi",0,0,0,0
Lebay bngt coo,0,0,0,0
Gwe yakin bang deni nahan ke tawa kya gwe hhhhhh,0,0,0,0
Di kasih tisu buat ngelap air mata yang di lap malah kuping. Gimane ceritaaa Pajar ....😬,0,0,0,0
Kasian mana masih muda😌,0,0,0,0
kuat 3 menit doang gue nahan ketawa liat ini bocah wkwk<br>denger quotes nya bikin ngakak sumpah wkwk,0,0,0,0
Sama seperti pak haji bolot sebenernya bisa denger begitu fajar memang perannya seperti itu sedih jadi berkarakter,0,0,0,0
Yg mau nonton jangan lupa siapin minyak kayu putih koco cabe ama paramex ya😅😅😅,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m00s"">21:00</a> yang ngakak karna liat di tik-tok sama IG tuh",0,0,0,0
"aslinya maaf gua jijik bgt Non Bullyton curhatan fajar tapi kepo akhirnya Non Bullyton juga dah, buat om deny ente nih abis shooting pasti ngakak sendiri 😂😂😂😂",0,0,0,0
Fajar mukanya lucu bgt jng sampe gue hamil ngidam ketemu dia 😆,0,0,0,0
Fajar yaampun menghibur bgt 😭🤣,0,0,0,0
"@muhammad arfah bilang ngga menghakimi tapi menghakimi, logika berpikirnya dimana sih? Dipake apa ngga? Ya strata tertinggi situ karena kapasitas anda cuma segitu. Tapi kan dunia ga cuma tentang anda. Mungkin aja ada orang yang anda pikir tidak lebih baik karena ga punya anak kandung, bisa jadi diem-diem punya anak asuh yatim piatu yang ga terhitung jumlahnya. Bisa jadi orang yang anda pikir tidak lebih baik dari yang punya anak, dia bersedekah tanpa ada satupun orang yang tau jumlahnya. Bisa jadi orang yang anda pikir tidak lebih baik dari yang punya anak, hobi belajar untuk menyebarkan ilmu dimana-mana dan mencerdaskan bangsa. Dan ya itu bahkan pahala jariyahnya bisa jadi lebih banyak, dari yang hanya sekedar punya anak untuk diri sendiri aja. Sekali lagi gapapa punya anak, dengan catatan penuhi hak anak dengan cara yang baik, sehingga dari anak anda akan melahirkan generasi yang lebih baik lagi. Saya meskipun childfree suka anak-anak, kerjaan saya ngurus anak-anak, saya pun belajar parenting, justru itu yang menjadi alasan saya childfree, karena saya tau pasti besarnya tanggung jawab untuk punya anak, setiap anak berhak bahagia, dan memiliki keluarga yang bisa menerima dia sepenuh hati dengan penuh cinta. Ga sih, saya ga sama sekali nyerang anda untuk punya anak. Tapi saya cuma kritik, kalo punya anak tolong diurus dengan baik, dan jangan berpikir negatif dengan orang childfree karena ya kamu ga tau kenapa mereka mutusin childfree. Karena ya saya juga termasuk pengamat anak, apalagi dari segi mental dalam tumbuh kembangnya, dan serius saya sedih banyak orang hanya melahirkan dan menebar benih aja, tapi tidak pernah menjadi orang tua untuk seorang anak yang dilahirkan atau dari benihnya, ga mau belajar memahami sudut pandang anak, asal bikin dan gimana nanti aja yang penting jadi dulu. Inget kata iklan minyak kayu putih &quot;buat anak, jangan coba-coba&quot;",0,0,0,0
Monmaap di gorontalo gaada skuteng🥲🫠,0,0,0,0
Kocak kocak ada ada aja dah abg skrg,0,0,0,0
Prabowo/ Ganjar .,0,0,0,0
Mirip Anji kecil,0,0,0,0
"Semangat fajar,👍👍👍👍",0,0,0,0
Kang Deny bisa seserius itu kebayang dia nahan ketawa 😂🤭sya yang mules ketawa trs,0,0,0,0
Kocak ni baut 16🤣🤣🤣,0,0,0,0
Language barier.. maksud dengi bersaudara tu kakak adik.. yang dia ngerti bersaudara tu basudara sekeluarga tu bersaudara semua.. gitu kali😅😅😅😅,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=11m18s"">11:18</a> hotspot wifi",0,0,0,0
Nih anak bisa jadi aktor  yang hebat di masa depan.,0,0,0,0
Hp nya fahar apple,0,0,0,0
Polos amat ni bocah.. Tp keren..slam dari malaysia cuy,0,0,0,0
Obrolan berat ini .sangat berkualitas,0,0,0,0
Ya allah ngakakk polll🤣,0,0,0,0
Yohanes Anies politikus kelebihan bayarisme capres dari koalisi perlu bahan alias perlu logistik,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=21m10s"">21:10</a>",0,0,0,0
gua liat dustin ngomong cape jg wkwk,0,0,0,0
"Not Sorry to be rude, Those +62 Coupless such a Pro-Breeders not a Pro-Lifers at All🤣🤣🤣🤣🤣 their breeding and many of them Abuse and threat their Off-Spring as a Slave. Meanwhile,  Pro-chioce Just mind their businesse ya know😊",0,0,0,0
"@Janaka Sajo haduh kaum2 patriarki nih wkwkw kalo ortu yg komen dari awal gamau punya anak juga jelas ga akan lahir dia dong, malah banyak anak yg udah tumbuh dewasa dan mengerti dengan pahitnya dunia mereka gamau juga lahir cuma kan orangtuanya yg pengen ada anak jadi si anak tetap lahir dan ada di dunia. Duh sempit amat mindsetnya wkwkw.",0,0,0,0
Trending kan bang,0,0,0,0
"Dia yang berbicara, saya yang meriang. :(",0,0,0,0
Fajar anak ke 3 yg paling tua bapaknya wkwk,0,0,0,0
"Sunat aja belum,pacaran aja yg lu pikiran, bantu orang tua dulu cong,baru mikir in perempuan, sungguh memalukan tingkah Lo ini cong.",0,0,0,0
maaf jar aku ketawa 🤣🤣🤣,0,0,0,0
Kok gw malah ketawa pas lihat muka bang deni..,0,0,0,0
